company;from_lat;from_lan;to_lat;to_lan;distance;depart;duration;driver_sex;driver_age;price
1;30.42018;-9.59815;33.5903553;-7.5896849;400.25948160214057;08:00;388.0;1;0;220.0
1;30.42018;-9.59815;33.5903553;-7.5896849;400.25948160214057;09:00;388.0;1;0;240.0
1;30.42018;-9.59815;33.5903553;-7.5896849;400.25948160214057;11:00;388.0;1;0;220.0
1;30.42018;-9.59815;33.5903553;-7.5896849;400.25948160214057;13:00;388.0;1;0;220.0
1;30.42018;-9.59815;33.5903553;-7.5896849;400.25948160214057;14:15;443.0;1;0;220.0
1;30.42018;-9.59815;33.5903553;-7.5896849;400.25948160214057;14:15;443.0;1;0;220.0
1;30.42018;-9.59815;33.5903553;-7.5896849;400.25948160214057;15:00;398.0;1;0;220.0
1;30.42018;-9.59815;33.2336952;-8.5004248;329.68659710995047;07:15;533.0;1;0;257.0
1;30.42018;-9.59815;33.2336952;-8.5004248;329.68659710995047;08:00;488.0;1;0;257.0
1;30.42018;-9.59815;34.999218;-5.898724;615.7391656521232;00:30;704.0;1;0;287.0
1;30.42018;-9.59815;31.5118281;-9.7620903;122.42638165925092;09:15;209.0;1;0;70.0
1;30.42018;-9.59815;34.0346534;-5.0161926;589.3606439082126;00:30;645.0;1;0;305.0
1;30.42018;-9.59815;34.0346534;-5.0161926;589.3606439082126;07:15;670.0;1;0;305.0
1;30.42018;-9.59815;34.0346534;-5.0161926;589.3606439082126;08:00;625.0;1;0;305.0
1;30.42018;-9.59815;34.0346534;-5.0161926;589.3606439082126;09:00;615.0;1;0;325.0
1;30.42018;-9.59815;34.0346534;-5.0161926;589.3606439082126;11:00;615.0;1;0;305.0
1;30.42018;-9.59815;34.0346534;-5.0161926;589.3606439082126;13:00;615.0;1;0;305.0
1;30.42018;-9.59815;34.0346534;-5.0161926;589.3606439082126;14:15;672.0;1;0;305.0
1;30.42018;-9.59815;34.0346534;-5.0161926;589.3606439082126;14:15;672.0;1;0;305.0
1;30.42018;-9.59815;34.0346534;-5.0161926;589.3606439082126;15:00;627.0;1;0;305.0
1;30.42018;-9.59815;35.1779783;-5.2814814;665.3712619240717;10:15;284.0;1;0;90.0
1;30.42018;-9.59815;35.1779783;-5.2814814;665.3712619240717;14:00;269.0;1;0;90.0
1;30.42018;-9.59815;35.1779783;-5.2814814;665.3712619240717;14:30;239.0;1;0;90.0
1;30.42018;-9.59815;35.1779783;-5.2814814;665.3712619240717;14:45;224.0;1;0;90.0
1;30.42018;-9.59815;35.1779783;-5.2814814;665.3712619240717;15:00;209.0;1;0;90.0
1;30.42018;-9.59815;35.1779783;-5.2814814;665.3712619240717;19:00;269.0;1;0;90.0
1;30.42018;-9.59815;35.1779783;-5.2814814;665.3712619240717;20:00;269.0;1;0;90.0
1;30.42018;-9.59815;35.1779783;-5.2814814;665.3712619240717;20:30;269.0;1;0;90.0
1;30.42018;-9.59815;35.1779783;-5.2814814;665.3712619240717;21:00;269.0;1;0;60.0
1;30.42018;-9.59815;35.1779783;-5.2814814;665.3712619240717;21:00;269.0;1;0;60.0
1;30.42018;-9.59815;35.1779783;-5.2814814;665.3712619240717;21:15;269.0;1;0;90.0
1;30.42018;-9.59815;34.26457;-6.570169;513.5648604288535;00:30;507.0;1;0;258.0
1;30.42018;-9.59815;34.26457;-6.570169;513.5648604288535;07:15;522.0;1;0;258.0
1;30.42018;-9.59815;34.26457;-6.570169;513.5648604288535;08:00;477.0;1;0;258.0
1;30.42018;-9.59815;34.26457;-6.570169;513.5648604288535;09:00;477.0;1;0;278.0
1;30.42018;-9.59815;34.26457;-6.570169;513.5648604288535;11:00;477.0;1;0;258.0
1;30.42018;-9.59815;34.26457;-6.570169;513.5648604288535;13:00;477.0;1;0;258.0
1;30.42018;-9.59815;34.26457;-6.570169;513.5648604288535;14:15;532.0;1;0;258.0
1;30.42018;-9.59815;34.26457;-6.570169;513.5648604288535;14:15;532.0;1;0;258.0
1;30.42018;-9.59815;34.26457;-6.570169;513.5648604288535;15:00;487.0;1;0;258.0
1;30.42018;-9.59815;32.885508;-6.909238;374.1523307030277;13:00;531.0;1;0;225.0
1;30.42018;-9.59815;27.154512;-13.1953921;504.81716920037616;10:15;704.0;1;0;250.0
1;30.42018;-9.59815;27.154512;-13.1953921;504.81716920037616;19:00;689.0;1;0;250.0
